model,dataset,arm,seed,knob,value,status,winner,val HR@20,val NDCG@20,val Recall@20,test HR@20,test NDCG@20,test Recall@20,train (s),wall (h),cfg.batch_size,cfg.k_embed_dim,cfg.lambda_reg,cfg.lambda_shared,cfg.learning_rate,cfg.mlp_hidden_count,cfg.n_epochs,cfg.num_factors,cfg.num_layers,cfg.num_neg
neumf-pretrain,baby,causal,42,num_factors,16,done,,0.018168637578723213,0.0034963589869357985,0.008715143971374071,0.01124581272930292,0.0024143030820142166,0.006314137421864052,990.3697831630707,0.2895752712753084,256.0,,,,0.001,3.0,,16.0,,4.0
neumf-pretrain,baby,causal,42,num_factors,32,done,,0.02532735263467899,0.005565041972045553,0.012993314825036777,0.01970011166055192,0.004491513845591007,0.012009001815929937,1622.610196352005,0.474650111662017,256.0,,,,0.001,3.0,,32.0,,4.0
neumf-pretrain,baby,causal,42,num_factors,64,done,,0.0245118028181777,0.005792134252922392,0.012360310375348267,0.014994416972403892,0.004092081454358173,0.00925516233960915,2884.0200839042664,0.8469327990876304,256.0,,,,0.001,3.0,,64.0,,4.0
neumf-pretrain,baby,causal,42,mlp_hidden_count,4,done,,0.026188210774319244,0.006183017275903059,0.013709542330446524,0.016430052639974477,0.004364707694415023,0.009812061252153956,4929.907427310944,1.4756129087342156,256.0,,,,0.001,4.0,,64.0,,4.0
neumf-pretrain,baby,causal,42,learning_rate,0.0001,done,,0.01735308776222192,0.003804165777581063,0.008945349982099492,0.011963630563088213,0.003069644591748869,0.0076931878722670015,4896.620608091354,1.4647145091162788,256.0,,,,0.0001,4.0,,64.0,,4.0
neumf-pretrain,baby,causal,42,learning_rate,0.0005,done,,0.025191427665262108,0.005884712597884836,0.012448347831977303,0.01682884032541075,0.0044623054905832,0.010750172431132897,4890.464112281799,1.4648968536323972,256.0,,,,0.0005,4.0,,64.0,,4.0
neumf-pretrain,baby,causal,42,learning_rate,0.005,done,yes,0.028498935254406235,0.006190872678558576,0.014525296290249528,0.01826447599298134,0.00449389672938681,0.010699549861644151,5056.884572267532,1.5097329742378658,256.0,,,,0.005,4.0,,64.0,,4.0
neumf-pretrain,baby,causal,42,batch_size,128,done,,0.024421186171899777,0.005469200105565787,0.012500251112711164,0.016270537565799967,0.004193368215176981,0.009470397978627077,9593.514434337616,2.7693331411149766,128.0,,,,0.005,4.0,,64.0,,4.0
neumf-pretrain,baby,causal,42,batch_size,512,done,,0.02591636083548548,0.005935914824866531,0.013555486018944383,0.017068112936672517,0.004122819738299105,0.010057292406773513,2525.5428771972656,0.8060193422105577,512.0,,,,0.005,4.0,,64.0,,4.0
neumf-pretrain,baby,causal,42,batch_size,1024,done,,0.026958452267681572,0.005961155572688404,0.013654463461679825,0.018902536289679375,0.004484035897733838,0.010607569900437227,1393.0067942142487,0.49150113072660234,1024.0,,,,0.005,4.0,,64.0,,4.0
neumf-pretrain,cellphone,uniform,42,baseline,,done,,0.01077022793561629,0.0028208209344101373,0.0070043470071350445,0.008541273755984333,0.0024199981092657427,0.006083062226069622,2491.769857406616,0.8104805833101273,256.0,,,,0.001,3.0,,8.0,,4.0
neumf-pretrain,cellphone,uniform,42,num_factors,16,done,,0.011720859889813114,0.003229967811421624,0.007573396969211913,0.00988321485565066,0.0028894954311687576,0.007024121706589423,4265.594676494598,1.3536708478132884,256.0,,,,0.001,3.0,,16.0,,4.0
neumf-pretrain,cellphone,uniform,42,num_factors,32,done,,0.01210975478016636,0.0034234748301631974,0.007918081451846056,0.009502393732772377,0.0027772003025229456,0.006765548403351241,7588.81076002121,2.3945628888077204,256.0,,,,0.001,3.0,,32.0,,4.0
neumf-pretrain,cellphone,uniform,42,num_factors,64,done,,0.011439991357891326,0.003185368071570872,0.007378923024062793,0.009357319019294937,0.0029222867640704355,0.006667428021065769,14356.974076986313,4.566383892695109,256.0,,,,0.001,3.0,,64.0,,4.0
neumf-pretrain,cellphone,uniform,42,mlp_hidden_count,4,done,,0.011439991357891326,0.003311077303927916,0.007549246066401608,0.009393587697664298,0.0028370027125805097,0.00650223891555677,13105.57979440689,4.1922749500804475,256.0,,,,0.001,4.0,,32.0,,4.0
neumf-pretrain,cellphone,uniform,42,learning_rate,0.0001,done,,0.012703899751539375,0.003724636672709174,0.008400847073242854,0.009556796750326418,0.002964661155530488,0.0070239123635685305,7634.545144557953,2.4085856119129394,256.0,,,,0.0001,3.0,,32.0,,4.0
neumf-pretrain,cellphone,uniform,42,learning_rate,0.0005,done,,0.013038781462676893,0.0038088576603035394,0.008558780834443471,0.010662991440591905,0.003300988670427979,0.007787906648616783,7711.366900682449,2.429753761490186,256.0,,,,0.0005,3.0,,32.0,,4.0
neumf-pretrain,cellphone,uniform,42,learning_rate,0.005,done,,0.011018688560008642,0.0031159479537751756,0.0070193762281228755,0.008922094878862615,0.0025937128791530175,0.006330648090404365,7717.374909162521,2.4343324684434466,256.0,,,,0.005,3.0,,32.0,,4.0
neumf-pretrain,cellphone,uniform,42,batch_size,128,missing,,,,,,,,,,,,,,,,,,,
neumf-pretrain,cellphone,uniform,42,batch_size,512,missing,,,,,,,,,,,,,,,,,,,
neumf-pretrain,cellphone,uniform,42,batch_size,1024,missing,,,,,,,,,,,,,,,,,,,
